ext_recipe_id,title,category,subcategory,description,num_ingredients,num_steps,directions_text
540,Gingerbread Latte Cookies,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"Inspired by a favorite holiday drink, these gingerbread latte cookies are chewy, spicy, and full of molasses and espresso goodness. Give yourself a bit of time to make these as the dough does require several hours of refrigeration before baking.",15,5,"Beat butter, brown sugar, and 1/2 cup white sugar together in a large bowl until light and fluffy. Add in egg, molasses, 2 tablespoons espresso powder, vanilla, ginger, cinnamon, salt, nutmeg, cloves, and allspice and beat until thoroughly combined, 2 to 3 minutes. Add in 1 cup flour and baking soda, and mix until just combined. Add in remaining 1 cup flour and mix until just combined. Cover dough and refrigerate for at least 2 hours, or up to 48 hours.
Preheat the oven to 350 degrees F (180 degrees C). Line 2 baking sheets with parchment paper.
Whisk remaining 1/4 cup white sugar and 1/2 teaspoon instant powder together in a shallow bowl until combined.
Remove cookie dough from the refrigerator. Scoop out 1 1/2 tablespoons dough, and roll into a ball. Roll dough ball in espresso sugar until thoroughly coated. Place on the prepared baking sheet. Repeat with remaining dough, spacing dough balls about 2 inches apart.
Bake cookies, 1 baking sheet at a time, in the preheated oven, until cookies are crackled on top and edges of the cookies look set, 12 to 15 minutes. Allow cookies to cool for at least 5 minutes on the pan before removing to a wire rack to cool completely."
541,"Jam ""Jewel"" Cookies",Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"Light up your kitchen during the holidays with this ""jewel"" of a cookie! The buttery shortbread is made in a mini muffin pan, and they're filled with the fruit preserve of your choice.",8,6,"Cream butter in a large bowl with an electric mixer or use a stand mixer. Add powdered sugar and beat on low until a crumbly, sandy mixture forms. Gradually add salt and flour, 1 cup at a time, while mixing on low speed. The dough may look extremely dry and crumbly at this point.
Mix in eggs, egg yolks, and vanilla initially using the mixer, then finishing with your hands to create a smooth, soft, and pliable dough, incorporating all the flour at the bottom of the bowl. Gather dough into a ball and refrigerate in a covered container for about 2 hours.
Preheat the oven to 350 degrees F (180 degrees F). Adjust the oven racks to the 2 middle rungs. Line 2 mini muffin tins with paper liners.
Using a small (1 ½ tablespoons) cookie scoop, measure out portions of the dough and set into the prepared muffin cups. Gently roll each dough portions into a smooth ball between your hands and place back into the muffins cups. Push a deep well into each ball using the wooden handle of a spatula or your finger. Fill wells with jam using a small spoon or a piping bag.
Bake cookies in the preheated oven until the tops of the cookies look dry, but not browned, 13 to 15 minutes, swapping the trays halfway through.(Or bake one at a time).
Remove trays from the oven and transfer cookies to a wire rack to cool."
542,Double Chocolate Biscotti with Cherries,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"Inspired by Black Forest Cake, these cookies are deeply chocolatey and studded with candied cherries.",9,10,"Preheat the oven to 375 degrees F (190 degrees C). Line a high-rimmed baking sheet with parchment paper .
Combine softened butter and sugar in a large bowl and beat with an electric hand mixer until creamy. Beat in eggs and vanilla extract until well combined.
Add all-purpose flour, unsweetened cocoa, and baking powder; mix until combined. Stir in the chocolate chunks and candied cherries by hand (dough will be thick).
Split dough in half and shape into rectangular logs, about 8x2x1 inch in size. Place on the prepared baking sheet.
In a small bowl, whisk together egg and water and brush the tops of the logs with the egg wash.
Bake in the preheated oven for 20 minutes.
Remove from the oven and cool for 30 minutes.
Slice logs into 1 inch slices diagonally with a serrated knife. Arrange slices on the baking sheet on their sides.
Bake for 10 minutes at 375 degrees F (190 degrees C), turn, and bake for an additional 10 minutes.
Cool completely and store biscotti in an airtight container."
543,Lorraine's Sugar Cookies,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,These sugar cookies use both almond and vanilla extracts for an extra boost of flavor.,8,6,"Preheat the oven to 400 degrees F (200 degrees C). Cut parchment paper to fit a 13x18-inch baking sheet.
Combine butter and sugar in a large bowl and cream with an electric mixer until fluffy. Beat in egg, butter vanilla emulsion, and almond extract.
Combine flour, baking powder, and salt in a small bowl. Gradually add flour mixture to butter mixture, 1 cup at a time, mixing after each addition. The dough will be very stiff; mix the last of the flour in by hand. Add milk, 1 teaspoon at a time, if dough is too dry or crumbly. Do not chill dough.
Divide the dough into 2 balls. On a floured surface, roll out dough until 1/4 inch thick. Dip the cookie cutter in flour before each use. Cut out cookies and place the prepared baking sheet 1 inch apart.
Bake in the preheated oven until cookies are lightly browned on the bottom, 8 to 11 minutes. Smaller cookies will take less time to bake. Transfer cookies to a wire rack and allow to cool completely.
When cookies are cool, decorate the cookies using your favorite cookie icing."
544,Santa's Helper Cookies,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,These colorful holiday cookies are the perfect thing to make with little helpers in the kitchen.,15,7,"Gather all ingredients.
Combine almond milk, vegetable oil, egg, brown sugar, granulated sugar, vanilla extract, salt, almond extract, and ground nutmeg in a large bowl. Beat ingredients together with an electric mixer on medium-high speed for 5 minutes.
Add flour, baking powder, and baking soda and mix until just combined. Fold in jimmie sprinkles.
Cover dough and freeze for at least 30 minutes (or refrigerate for at least 2 hours).
Position an oven rack in the upper 1/3rd of the oven. Preheat the oven to 375 degrees F (190 degrees C). Line two baking sheets with parchment paper. Place green sanding sugar in a small bowl. Place red sanding sugar in a separate small bowl.
Remove dough from freezer. Scoop out 1 1/2 tablespoons of dough and roll into a ball (dough will be a little sticky, but should still roll into a ball). Roll dough ball in one of the colored sanding sugars until thoroughly coated. Set onto the prepared baking sheet. Repeat rolling and coating with remaining dough and set cookies 1-inch apart on the prepared baking sheets. If dough becomes too sticky to handle, return to the freezer until rollable again.
Bake cookies, 1 baking sheet at a time, in the preheated oven until cookies begin to crackle on top, 10 to 12 minutes. Allow cookies to cool on the baking sheet for a few minutes before removing to a wire rack to cool completely."
545,Ruthie's Scandinavian Christmas Cookies,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,Allrecipes Allstar Lisa Lynn Backus has been making these cookies for over 40 years during the holidays.,7,5,"Combine butter, pastry flour, 1 cup confectioners' sugar, pecans, water, and vanilla extract in a bowl; mix until well combined.
Preheat the oven to 325 degrees F (165 degrees C) and line a baking sheet with parchment paper.
Roll dough into 1 tablespoon-size balls and set on the prepared baking sheet.
Working in batches, bake in the preheated oven until bottoms are light golden brown but tops are still pale, about 14 minutes.
Let cookies cool completely. Dust or roll them in confectioner's sugar."
546,Apple Cider Cut-Out Cookies,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"These apple cider cutout cookies take some time to make, but are worth the effort. They're a no-spread, shortbread-like cookie, full of spiced apple flavor. The icing uses both fresh and reduced cider; the apple flavor really comes through the day after the cookies are baked.",14,8,"Place butter into a light-colored saucepan over medium heat. Cook, stirring frequently, until butter is browned and smells nutty, 5 to 10 minutes. Pour butter into a large mixing bowl.
To the same saucepan, carefully pour in 2 cups of apple cider (it will sputter a bit). Place pan back over medium heat, and cook, stirring often, until cider has reduced to 1/2 cup, 20 to 25 minutes. Measure out 2 tablespoons of the reduced cider; set aside to use for icing. Pour remaining reduced cider into the bowl with browned butter. Allow to cool for 20 minutes.
Add brown sugar, white sugar, egg, vanilla, cinnamon, salt, nutmeg, cloves, and allspice to the butter-cider mixture. Whisk until thoroughly combined. Add in 1 1/2 cups flour, cornstarch, and baking powder, and mix until just combined. Add in remaining 1 1/2 cups flour, and mix until just combined; dough will be thick. Knead dough with your hands a few times until smooth. Pat dough into a flat disc, then wrap and refrigerate for at least 1 hour, or up to 48 hours.
Remove dough from refrigerator. If dough is too stiff to roll out, allow it to sit out at room temperature until it softens slightly, about 15 minutes. Lightly flour a work surface and roll dough out 1/4-inch thick. Cut out cookies using cutters. Gather dough scraps back together, re-roll, and cut out cookies until dough is all used up. Place cut-outs into the refrigerator for at least 15 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line cookie sheets with parchment paper. Place chilled cut-outs 1 inch apart on prepared baking sheets.
Bake cookies in the preheated oven, one sheet at a time, until slightly puffed, 10 to 12 minutes. Cool cookies on the pan for several minutes, then remove to a wire rack to cool completely.
For icing, whisk together the reserved 2 tablespoons reduced cider, heavy cream, 1 tablespoons (non-reduced) apple cider, powdered sugar, honey, salt, and vanilla together until smooth. If icing is too thick, add more apple cider until desired consistency is reached; conversely, if icing is too thin, add more powdered sugar to thicken.
Place a wire rack over a baking sheet. Carefully hold a cookie by its edges. Dip the top of the cookie into the icing, then lift straight up to allow excess icing to drip off for several seconds. Carefully invert cookie and place onto the wire rack to catch any icing drips. Lightly sprinkle the top of the cookie with extra cinnamon before icing sets, if desired. Repeat with remaining cookies. Once icing is set, store cookies in an airtight container."
547,Cottage Cheese Chocolate Chip Cookie Dough,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This cottage cheese chocolate chip cookie dough recipe, with just a few ingredients and a blender, will satisfy your cookie dough craving anytime.",8,2,"Place cottage cheese, maple syrup, oats, almond butter, vanilla, and salt into the cup of a high-speed blender. Blend until ingredients are smooth. Add almond flour to blender and blend until combined. Pulse if necessary to prevent warming the mixture.
Pour dough into a bowl and fold in chocolate chips. Serve immediately, or cover and keep stored in the refrigerator for up to 5 days."
548,Air Fryer S'Mores,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This recipe for air fryer s'mores is perfect for the times when you have the craving, but not the bonfire. You can easily make 1 s'more in the air fryer, or make the whole batch.",3,4,"Preheat an air fryer to 380 degrees F (193 degrees C). Lay out a total of 10 graham crackers. Do not break apart.
Take 10 s'more size marshmallows and cut them in half horizontally with a serrated knife. Place the sticky side of each marshmallow half onto each square side of a graham cracker rectangle.
Place a piece of parchment into the air fryer basket; place a graham cracker into the basket, marshmallow side facing up. Air fry until marshmallow is toasted, 3 to 4 minutes. Remove carefully.
Gently break marshmallow-topped graham cracker rectangle into 2 squares, add a chocolate bar half on top of 1 square, and sandwich the chocolate with the other square."
549,Cottage Cheese Brownie Batter,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,Making this cottage cheese brownie batter snack means that you can enjoy the lusciousness of brownie batter without wheat flour or eggs.,10,2,"Place cottage cheese, maple syrup, cocoa powder, oats, almond butter, vanilla, espresso powder, and salt into the cup of a high-speed blender. Blend until ingredients are smooth. Add almond flour to blender and blend until combined. Pulse if necessary to prevent warming the mixture.
Pour batter into a bowl and fold in chocolate chips. Serve immediately, or cover and keep stored in the refrigerator for up to 5 days."
550,Pecan Pie Upside Down Cake,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This pecan pie upside-down cake is an easy version of a delicious upside down buttery cake, topped with pecans in caramel sauce. It's the best part of pecan pie and golden cake all in one.",8,5,"Preheat the oven to 350 degrees F (175 degrees C). Spray a 10-inch cake pan with nonstick cooking spray. Line with parchment paper and spray again. Set aside.
Place butter, brown sugar, corn syrup, vanilla paste, cinnamon, and salt in a saucepan. Bring to a boil, stirring constantly. Add pecans and stir until pecans are coated in mixture. Pour into prepared cake pan and set aside.
For cake batter, place cake mix, eggs, pudding mix, milk, oil, sour cream, and vanilla in a large bowl. Using an electric mixer, beat for 3 minutes. Pour over pecan mixture.
Bake in the preheated oven until a skewer inserted in center comes out clean, 40 to 50 minutes.
Run a butter knife around outside of cake to release from pan. Cool on a wire rack for 10 minutes. Carefully flip cake onto a serving platter and cool completely before slicing."
551,French Almond Rum Cake,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This French almond rum cake takes inspiration from the classic Gâteau Nantais, and is one of the most elegant and delicious cakes you will ever eat. It's wonderfully moist, with a luscious lemon-almond-and-slight-hint-of-rum flavor that gets better and better the longer it sits--so if you can, make it a day in advance and give the flavors more time to meld together.",13,8,"Preheat the oven to 350 degrees F (175 degrees C). Generously grease an 8-inch round cake pan with butter and line the bottom with parchment; then butter the parchment.
For cake, beat butter, brown sugar, white sugar, salt, and nutmeg together in a large bowl with an electric mixer until light and fluffy, about 3 minutes. Add in almond flour, and beat for 1 minute. Add in eggs 1 at a time, beating well after each addition. After last egg has been incorporated, turn mixer speed to medium-high and beat batter for 3 minutes.
Add in 1/4 cup rum, lemon zest, vanilla, and almond extract and mix until combined. Reduce mixer speed to low, add in flour and baking powder and mix until just incorporated. Pour batter into prepared pan and smooth into an even layer.
Bake in the preheated oven until cake is browned and a toothpick inserted into the center comes out clean, 45 to 50 minutes. Cool cake in pan for 10 minutes.
Meanwhile, prepare the syrup. Place water and sugar in a small saucepan over medium-low heat. Cook, stirring occasionally, until sugar is dissolved and mixture is simmering, 2 to 3 minutes. Remove pan from heat and stir in rum. Put pan back over medium-low heat and cook for an additional 2 minutes. Remove pan from heat.
Invert cake onto a wire rack and remove parchment. Leave cake inverted and brush warm syrup over warm cake until all syrup is absorbed. Allow cake to cool completely, about 30 minutes.
For icing, whisk together lemon juice, powdered sugar, pinch of salt, and heavy cream until smooth and combined. If necessary, add extra lemon juice or heavy cream to thin icing to a pourable, but not too thin, consistency.
Place cooled cake onto a serving platter. Pour icing evenly over the cake. Use a spatula or offset knife to smooth over the top if necessary. Sprinkle toasted sliced almonds over icing. Allow icing to set for several minutes before cutting and serving."
552,Copycat Trader Joe's Gone Bananas,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"With these copycat Trader Joe's Gone Bananas, the hardest part of making these delicious snacks is waiting for the bananas to freeze. The number of servings will largely depend on the size of the banana you use.",4,4,"Line a baking sheet with parchment. Slice banana into 1/4-inch thick rounds. Place rounds onto the lined sheet, then place into the freezer. Freeze until solid, about 2 hours.
Place chocolate chips, butter, and oil in a small microwave-safe bowl. Microwave on 50% power for 1 to 2 minutes, stopping to stir every 30 seconds, until chocolate is melted.
Remove banana rounds from freezer. Place one round onto a fork and dip into the chocolate until fully coated. Shake to remove excess chocolate, then use another fork to help slide the chocolate covered banana round back onto the parchment lined baking sheet. Repeat process until all banana pieces are coated in chocolate.
Place chocolate covered banana pieces back into the freezer until chocolate is set, about 30 minutes. Keep stored in the freezer."
553,Pumpkin Tiramisu Bundt Cake,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This pumpkin tiramisu Bundt cake is a spice-filled pumpkin mascarpone cake, soaked with an espresso syrup, and topped with a mascarpone glaze. It's a delicious seasonal twist on the popular Italian classic.",17,8,"Preheat oven to 350 degrees F (175 degrees C). Grease a 10-cup Bundt pan with a baking spray containing flour.
Sift together cake flour, baking powder, cinnamon, salt, baking soda, ginger, nutmeg, cloves, and allspice.
Beat butter, white sugar, and brown sugar together in a large bowl until light and fluffy, about 3 minutes. Add in eggs 1 at a time, beating well after each addition, then turn mixer to medium-high and beat batter for an additional 3 minutes. Add in pumpkin, mascarpone, whole milk, and vanilla, and beat until completely incorporated. Add in half the dry ingredients and mix until just combined. Add in remaining dry ingredients and mix until just combined.
Pour batter evenly into the prepared pan. Tap pan sharply on the counter several times to remove any larger air bubbles.
Bake in the preheated oven until a bamboo skewer inserted into the center of the cake comes out clean, 65 to 75 minutes. Cool cake in pan for 5 minutes.
Meanwhile, for espresso syrup, stir hot water, espresso powder, sugar, and coffee liqueur together until completely combined and dissolved.
Use a bamboo skewer to poke several holes all over the bottom of the cake, only going about 3/4 of the way into the cake. Gradually drizzle espresso syrup over cake, letting it soak in slightly before adding more. It will seem like a lot of liquid, but it will all soak in. Continue to cool cake in the pan for 20 minutes more, then carefully invert onto a serving platter to cool completely.
For icing, whisk together mascarpone, confectioner's sugar, whole milk, vanilla, and salt until smooth and combined. Drizzle icing over cooled cake. Sift cocoa powder over icing before it sets. Serve cake at room temp for best flavor and texture, but store any extra in the refrigerator."
554,Pumpkin Oreo Cupcakes,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"For these pumpkin Oreo cupcakes, a soft, spicy pumpkin cupcake sits atop a dark Oreo crust—and is finished off with a black cocoa-Oreo frosting. Top them off with an additional seasonal Oreo cookie, and they'll be a hit at any Halloween get-together!",4,8,"Preheat the oven to 350 degrees F (175 degrees C). Line 2 cupcake pans with liners.
Prepare crusts: Mix Oreo crumbs, melted butter, brown sugar, and salt together in a small bowl until combined. Place 1 packed tablespoon of crumb mixture into the bottom of about 16 cupcake liners and press into an even layer.
Bake crusts in the preheated oven for 10 minutes. Remove from oven; allow to cool. Do not turn oven off.
Meanwhile, prepare cupcakes: Beat butter, vegetable oil, white sugar, and brown sugar with an electric mixer until light and fluffy. Add egg and vanilla and beat for 3 minutes on medium-high speed. Add pumpkin and sour cream and mix until combined. Add cake flour, cinnamon, salt, baking powder, nutmeg, baking soda, cloves, and allspice and mix until just combined.
Spoon about 2 tablespoons of the pumpkin batter over each Oreo crust (see Note).
Bake cupcakes until tops spring back when lightly touched, 22 to 28 minutes. Allow cupcakes to cool in the pans for 10 minutes before removing to a wire rack to cool completely.
For frosting, beat butter with an electric mixer until smooth. Beat in cream cheese until thoroughly smooth and combined. Beat in 1 cup powdered sugar, vanilla, and salt until thoroughly combined, then beat in finely ground Oreos and black cocoa. Add in remaining 3/4 cup powdered sugar; beat until smooth and combined.
Pour in heavy cream, and mix on low speed. Gradually turn mixer speed up to medium-high and beat until frosting is light and fluffy, 3 to 4 minutes. Frost cooled cupcakes as desired and top with an additional Oreo cookie, if desired."
555,Tiramisu Cupcakes,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"These tiramisu cupcakes have all the flavor of tiramisu, but in cupcake form, including a coffee soak and a mascarpone frosting. Feel free to increase the amount of coffee liqueur in the coffee soak to suit your tastes—or leave it out completely. Keep these cupcakes refrigerated, especially after frosting them.",13,8,"Preheat the oven to 350 degrees F (175 degrees C). Line 2 standard cupcake pans with liners.
Sift flour, baking powder, 3/4 teaspoon salt, baking soda, and nutmeg together in a bowl.
In a large bowl, beat butter, vegetable oil, and sugar together with an electric mixer until light and fluffy, about 3 minutes. Add in eggs, vanilla, and almond extract and beat on medium-high speed for 3 minutes. Add in half of flour mixture and mix until just combined. Add in sour cream and milk, and mix until just combined. Add in remaining flour mixture and mix until just combined. Divide batter amongst the prepared cupcake pans, filling each liner just over 1/2 full.
Bake in the preheated oven until cupcakes begin to turn golden brown and tops spring back when lightly touched, 22 to 26 minutes. Cool in the pans for 10 minutes before removing to a wire rack to cool completely, about 30 minutes.
For coffee syrup, mix together hot water, espresso powder, sugar, and coffee liqueur until combined.
Use a toothpick to poke several holes in the top of each cupcake. Carefully pour about 1 tablespoon of the coffee soak over the top of each cupcake.
For mascarpone frosting: beat butter with an electric mixer until smooth, about 2 minutes. Beat in 1 cup confectioner's sugar until combined. Add in remaining 1 1/2 cups confectioner's sugar, vanilla, and salt; beat until totally smooth and combined. Add in heavy cream, and beat on medium speed until frosting is smooth and fluffy, about 3 minutes. Add in cold mascarpone and mix on low speed until just combined. Do not beat longer or frosting will curdle and separate. Pipe or frost cupcakes as desired.
Place cocoa powder into a fine mesh sieve and gently sift cocoa powder over the top of frosted cupcakes. Refrigerate cupcakes for at least 30 minutes before serving. Store cupcakes in the refrigerator."
556,Ritz Seven Layer Bars,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"These Ritz seven layer bars are a classic with a twist - the base layer of salty cracker crumbs makes a great contrast with the chocolate, butterscotch, walnut, and coconut layers.",7,3,"Preheat the oven to 350 degrees F (175 degrees C). Grease an 8x8-inch pan.
Stir cracker crumbs and melted butter together in a bowl; press crumb mixture evenly into the bottom of the prepared pan. Layer chocolate chips, butterscotch chips, and walnuts over crumbs. Pour condensed milk over chips and sprinkle evenly with coconut.
Bake in the preheated oven until golden, about 25 minutes. Cool bars completely before cutting into squares."
557,Apple Fritter Cake,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This apple fritter cake was inspired by the delicious flavor of a warm, cinnamon apple fritter. The lightly spiced cake batter is baked with plenty of chopped tart apple on top, and then finished with vanilla icing. Serve warm for best flavor and texture.",15,7,"Place 1 cup unsalted butter into a light-colored medium saucepan. Cook over medium-low heat, stirring frequently, until butter is browned, 6 to 8 minutes. Pour browned butter into a large mixing bowl and allow to cool for 15 minutes.
Combine apples and lemon juice in a large bowl. Toss to coat. Add in 1/2 cup brown sugar and 1 teaspoon cinnamon and toss until thoroughly combined. Set aside.
Preheat the oven to 350 degrees F (175 degrees C). Generously butter a 9x13-inch baking dish.
To the cooled brown butter, add white sugar, remaining 1/2 cup brown sugar, salt, remaining 1/2 teaspoon cinnamon, and nutmeg; whisk until combined. Add in eggs and vanilla and whisk until thoroughly combined; whisk in sour cream and apple cider. Add in flour, baking powder, and baking soda and stir until batter is mostly smooth.
Pour batter into the prepared pan and smooth into an even layer. Scatter apples and their accumulated juices evenly over the top of the batter.
Bake in the preheated oven until a toothpick inserted into the center of the cake comes out mostly clean, 55 to 65 minutes. Allow cake to cool for about 15 to 20 minutes.
Meanwhile, make icing. Whisk together powdered sugar, salt, vanilla, and heavy cream until it is a smooth, pourable consistency, adding more heavy cream if needed. Pour icing over warm cake and smooth over the top to evenly coat. Serve cake warm."
558,Philly Fluff Cake,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,This cake is very popular in the East Coast. Natale's Bakery in New Jersey is famous for this cake. I made a small cake but this recipe can be easily doubled and baked in a 12 cup tube or Bundt pan. The powdered sugar is a must on this cake.,10,6,"Preheat the oven to 350 degrees F (175 degrees C). Grease a tube or Bundt pan and set aside.
Beat butter, cream cheese, and shortening together with an electric mixer in a large bowl until light and fluffy, about 5 minutes.
Whisk flour, baking powder, and salt together in a bowl. Beat flour mixture into cream cheese mixture and mix until well combined.
Beat in 1 egg. Add 1/2 cup sugar; mix until combined. Repeat with second egg and remaining sugar; beat in last egg. Beat in vanilla extract. Pour batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted in center comes out clean, 38 to 45 minutes.
Cool in the pan on a wire rack for 15 minutes. Remove cake from pan and cool completely. When cake is completely cool, sift powdered sugar in a thick layer over the whole cake."
559,Frozen Tajin Grapes,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"These frozen Tajin grapes—a tangy treat for hot summer days—take only 4 ingredients. If you've never had frozen grapes, you're in for a real treat. Super quick and easy to remember—the ingredient amounts are all in 2s.",4,2,"Place grapes in a large bowl with a cover. Add Tajin, lemon juice, and sugar; toss to coat. Let stand for 30 minutes. Toss again. Cover bowl and freeze for 8 hours or up to overnight.
Remove grapes from the freezer and let sit 5 minutes. Toss again and enjoy."
560,Plum Almond Upside Down Cake,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This decadent plum almond upside down cake features tart plums atop a super moist almond cake. The cake is delicious as-is, but adding a sprinkling of toasted almond slices before serving is excellent as well.",1,6,"Preheat the oven to 350 degrees F (175 degrees C). Generously butter a 9-inch round cake pan and line the bottom with parchment paper.
Place 1/2 cup butter in a light-colored saucepan over medium-low heat. Cook, stirring constantly, until butter is browned, 5 to 7 minutes. Pour browned butter into a large mixing bowl and allow to cool for at least 10 minutes.
For topping, place 5 tablespoons butter in the same saucepan you browned the butter in; allow residual heat to melt it (or melt over very low heat). Pour melted butter into the prepared cake pan; sprinkle with brown sugar, cinnamon, and nutmeg. Gently mix ingredients together in the pan, then spread into an even layer. Arrange sliced plums over the butter-sugar mixture in a circular pattern, gently but firmly pressing the plums into the mixture, until the bottom of the pan is evenly covered. Set aside.
For cake: to the bowl with browned butter, add brown sugar, white sugar, salt, cinnamon, and nutmeg. Mix until combined. Stir in almond flour until incorporated (mixture will be grainy). Add in eggs 1 at a time, beating well after each addition with an electric mixer. After last egg has been added, beat mixture for 3 minutes on medium-high speed until light and fluffy. Beat in lemon juice, vanilla, and almond extracts. Reduce speed, and stir in flour and baking powder until just combined. Pour batter over the plums; spread gently in an even layer.
Bake in the preheated oven until cake is evenly browned and the center of the cake springs back when lightly touched, 45 to 55 minutes.
Cool cake in the pan for 10 minutes. Invert onto a serving platter. Gently peel off parchment paper, and allow cake to cool completely before serving."
561,Nectarine Blueberry Cobbler,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This nectarine blueberry cobbler is filled with succulent fresh fruit, both sweet and tart, baked under a golden batter topping. It's simple enough to let the fruit flavors shine through.",8,5,"Preheat the oven to 375 degrees F (190 degrees C). Spray an 8x8-inch baking dish with nonstick cooking spray.
Toss sliced nectarines, blueberries, 1 cup sugar, and cornstarch together in a bowl; add fruit to the baking dish.
Stir flour, remaining 1/2 cup sugar, butter, egg, and vanilla together in a bowl to make a smooth batter. Drop batter by spoonfuls evenly over fruit.
Bake in the preheated oven until cobbler is golden, and fruit is bubbly, 28 to 35 minutes.
Optional: Heat an air fryer to 400 degrees F (200 degrees C). Place cobbler in the air fryer until topping is crunchy, about 5 minutes."
562,Creamy No-Bake Peach Tart,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,"This creamy no-bake peach tart has a very light, peachy filling, and a lovely toasted almond press-in graham cracker crust. Use the best quality, ripest peaches you can find for optimal flavor. Give yourself plenty of time to make this—it requires at least 6 hours to chill.",7,11,"Line a 9-inch tart pan with a removable bottom with a round of parchment paper. Lightly grease pan and paper.
Prepare the crust: place graham crackers, cinnamon, nutmeg, and salt into the bowl of a food processor and process until fine crumbs form.
Place almonds in a skillet over medium-low heat. Cook, stirring constantly, until almonds are toasted, about 5 minutes. Remove from heat and pour almonds into the food processor bowl with the graham crumbs. Pulse until combined.
Melt butter in the skillet using the residual heat of the pan, or if needed, place pan over low heat just until butter is melted. Add butter and honey to the food processor bowl, and pulse until mixture is thoroughly combined.
Pour crust mixture into prepared tart pan. Press crust firmly and evenly into the bottom and up sides of the pan. Place tart pan on a small baking sheet or cutting board, then freeze until crust is firm, at least 15 minutes.
For filling, place gelatin and cold water in a saucepan; let stand for 5 minutes to allow gelatin to bloom.
Meanwhile, add peaches, sugar, lemon juice, vanilla, Greek yogurt, and heavy cream to the jar of a high-powered blender. Blend mixture until very smooth, 1 to 2 minutes. Taste, and add more sugar or lemon juice, if needed; then blend again to combine.
Place saucepan with gelatin over low heat; cook, stirring constantly, until gelatin dissolves, 1 to 3 minutes. With the blender running on low speed, carefully pour gelatin mixture into peach mixture. Gradually turn blender speed up to High and blend for 30 seconds.
Remove tart crust from the freezer. Carefully pour peach mixture into the tart crust, only filling to the lip of the crust. You will have extra peach filling. Place extra filling into a ramekin or small dessert bowl and refrigerate until set; and enjoy as a separate dessert once fully chilled.
Refrigerate tart, uncovered, for at least 6 hours to overnight to set.
When ready to serve, remove tart from pan and remove parchment paper. If desired, top tart with sliced peaches and blueberries just before serving."
563,Nectarine Cobbler,Allrecipes Allstar Recipes,Allrecipes Allstars Desserts,This nectarine cobbler has a crunchy topping and a soft bottom crust that soaks up the delicious fresh nectarine juices.,7,6,"Preheat the oven to 375 degrees F (190 degrees C). Spray an 8x8-inch baking dish with nonstick cooking spray.
Stir 2 cups sugar, flour, eggs, butter, and vanilla extract together in a bowl to make a smooth batter. Spread half of the batter into the prepared pan.
Bake in the preheated oven until crust is golden brown, 20 to 25 minutes.
Meanwhile, toss sliced nectarines with remaining 1/4 cup sugar. Spread fruit over base layer. Drop the remaining batter by spoonfuls evenly over fruit.
Bake in the preheated oven until cobbler is golden, and fruit is bubbly, 28 to 35 minutes.
Optional: Heat an air fryer to 400 degrees F (200 degrees C). Place cobbler in the air fryer until topping is crunchy, about 5 minutes."
